17.69,17.67,17.61,17.52,17.42,17.33,17.25,17.2,17.18,17.2,17.25,17.33,17.42,17.52,17.61,17.67,17.69
17.93,17.89,17.76,17.59,17.39,17.2,17.05,16.95,16.91,16.95,17.05,17.2,17.39,17.59,17.76,17.89,17.93
18.16,18.09,17.9,17.63,17.33,17.05,16.83,16.69,16.65,16.69,16.83,17.05,17.33,17.63,17.9,18.09,18.16
18.38,18.28,18.01,17.64,17.25,16.89,16.61,16.44,16.38,16.44,16.61,16.89,17.25,17.64,18.01,18.28,18.38
18.58,18.45,18.1,17.63,17.15,16.72,16.38,16.18,16.11,16.18,16.38,16.72,17.15,17.63,18.1,18.45,18.58
18.76,18.59,18.16,17.6,17.03,16.53,16.15,15.92,15.84,15.92,16.15,16.53,17.03,17.6,18.16,18.59,18.76
18.92,18.71,18.19,17.54,16.89,16.33,15.91,15.66,15.57,15.66,15.91,16.33,16.89,17.54,18.19,18.71,18.92
