0,10.05859
0.01,129.1222
0.02,490.3945
0.03,577.6479
0.04,580.0972
0.05,323.9414
0.06,330.6142
0.07,398.7755
0.08,403.6174
0.09,371.0679
0.1,365.003
0.11,329.9242
0.12,362.0614
0.13,400.1319
0.14,377.0204
0.15,387.7487
0.16,391.1561
0.17,392.1681
0.18,406.6536
0.19,400.9094
0.2,420.2893
0.21,412.3091
0.22,419.9339
0.23,417.9768
0.24,415.9389
0.25,414.2955
0.26,413.9499
0.27,426.7664
0.28,420.6831
0.29,417.3768
0.3,426.165
0.31,424.3063
0.32,423.9628
0.33,419.1711
0.34,425.1655
0.35,424.711
0.36,421.7891
0.37,428.2776
0.38,418.8307
0.39,415.7179
0.4,420.7805
0.41,427.1681
0.42,426.4943
0.43,428.8384
0.44,425.1125
0.45,427.1175
0.46,427.4224
0.47,432.9688
0.48,428.2641
0.49,438.3258
0.5,434.934
0.51,442.7872
0.52,437.3393
0.53,439.6377
0.54,439.846
0.55,446.6338
0.56,437.8914
0.57,436.4894
0.58,443.1996
0.59,443.2942
0.6,440.5015
0.61,444.1475
0.62,442.4473
0.63,442.7918
0.64,438.9409
0.65,441.2057
0.66,442.1648
0.67,439.323
0.68,437.8515
0.69,434.6785
0.7,439.1777
0.71,438.408
0.72,439.3004
0.73,442.6981
0.74,441.7375
0.75,444.0715
0.76,436.0146
0.77,439.4311
0.78,436.5772
0.79,434.9244
0.8,433.8971
0.81,437.4129
0.82,438.6774
0.83,441.1056
0.84,440.8012
0.85,435.7821
0.86,439.4442
0.87,435.5263
0.88,440.6888
0.89,438.8564
0.9,438.3606
0.91,433.0708
0.92,433.9633
0.93,437.0744
0.94,431.1578
0.95,429.9469
0.96,433.9768
0.97,435.1245
0.98,428.0691
0.99,428.7393
1,429.922
1.01,435.9319
1.02,424.4391
1.03,434.2847
1.04,424.6129
1.05,425.1784
1.06,393.753
1.07,429.3331
1.08,418.4153
1.09,423.2538
1.1,428.552
1.11,424.0922
1.12,427.826
1.13,419.484
1.14,419.9512
1.15,421.1321
1.16,425.0778
1.17,398.6958
1.18,405.9777
1.19,413.6767
1.2,415.516
1.21,416.2959
1.22,418.7364
1.23,408.2075
1.24,421.3434
1.25,418.7484
1.26,417.2666
1.27,408.4469
1.28,407.1683
1.29,410.4547
1.3,416.2269
1.31,418.1035
1.32,409.7053
1.33,414.3048
1.34,384.8477
1.35,357.4956
1.36,394.9499
1.37,373.9957
1.38,391.2364
1.39,394.9604
1.4,380.7747
1.41,397.6404
1.42,391.6145
1.43,383.8455
1.44,380.7897
1.45,402.5981
1.46,393.5827
1.47,391.6505
1.48,392.8936
1.49,384.1368
1.5,383.1361
1.51,376.268
1.52,348.109
1.53,345.7091
1.54,372.6925
1.55,397.2263
1.56,354.3687
1.57,382.1094
1.58,370.5606
1.59,336.8021
1.6,364.2307
1.61,392.9731
1.62,346.7268
1.63,331.9571
1.64,343.2061
1.65,390.169
1.66,389.0442
1.67,393.7749
1.68,400.3719
1.69,399.024
1.7,390.0253
1.71,386.6225
1.72,389.0341
1.73,379.5773
1.74,373.1304
1.75,396.9185
1.76,382.2814
1.77,377.6307
1.78,387.6539
1.79,365.0888
1.8,343.4228
1.81,367.9034
1.82,389.1039
1.83,379.642
1.84,381.176
1.85,382.511
1.86,378.7318
1.87,380.8472
1.88,379.5589
1.89,379.3235
1.9,378.0827
1.91,380.4914
1.92,388.2957
1.93,388.5051
1.94,387.8946
1.95,384.2098
1.96,387.701
1.97,386.398
1.98,381.2992
1.99,383.985
2,384.8975
2.01,366.6211
2.02,370.7966
2.03,384.9804
2.04,378.9821
2.05,382.1352
2.06,384.0526
2.07,378.5983
2.08,381.429
2.09,383.018
2.1,374.5303
2.11,378.1261
2.12,382.4476
2.13,377.1135
2.14,378.3452
2.15,381.4406
2.16,376.3055
2.17,375.5998
2.18,378.6119
2.19,375.0958
2.2,373.8948
2.21,378.4113
2.22,376.7537
2.23,373.0815
2.24,373.8419
2.25,372.5129
2.26,375.3051
2.27,372.9344
2.28,370.8905
2.29,369.1746
2.3,365.5815
2.31,365.0942
2.32,367.0576
2.33,368.5389
2.34,368.4265
2.35,360.9375
2.36,370.7652
2.37,364.2521
2.38,363.774
2.39,365.5365
2.4,359.3621
2.41,363.4943
2.42,359.1463
2.43,358.7047
2.44,354.8221
2.45,358.6246
2.46,374.1356
2.47,356.6207
2.48,364.7146
2.49,355.5501
2.5,347.442
2.51,366.6862
2.52,351.8526
2.53,354.2592
2.54,345.8759
2.55,334.846
2.56,346.1942
2.57,363.3987
2.58,345.6191
2.59,342.735
2.6,321.9028
2.61,304.8399
2.62,300.6664
2.63,301.9958
2.64,296.8411
2.65,293.3287
2.66,292.7989
2.67,287.7637
2.68,287.3047
2.69,289.4074
2.7,287.7357
2.71,288.531
2.72,289.2359
2.73,291.8119
2.74,290.9912
2.75,288.2746
2.76,304.2929
2.77,316.5934
2.78,341.2462
2.79,355.6033
2.8,343.0424
2.81,345.9064
2.82,354.9778
2.83,338.4238
2.84,339.3048
2.85,310.3577
2.86,277.5264
2.87,279.4876
2.88,285.8174
2.89,283.7655
2.9,282.11
2.91,279.2009
2.92,276.9228
2.93,277.2023
2.94,283.6638
2.95,280.7071
2.96,274.973
2.97,278.9843
2.98,278.2437
2.99,276.4533
3,276.2252
3.01,276.6335
3.02,276.1342
3.03,274.2631
3.04,273.1788
3.05,271.4197
3.06,268.3126
3.07,276.2758
3.08,274.8051
3.09,270.3171
3.1,269.1788
3.11,268.95
3.12,267.7034
3.13,266.5802
3.14,267.8301
3.15,266.114
3.16,267.6821
3.17,269.1873
3.18,267.2717
3.19,265.5867
3.2,264.9463
3.21,260.584
3.22,261.4039
3.23,261.3205
3.24,262.7329
3.25,262.3812
3.26,262.6012
3.27,261.0149
3.28,260.364
3.29,260.3699
3.3,259.5857
3.31,254.8615
3.32,250.9667
3.33,244.9921
3.34,236.5941
3.35,230.0462
3.36,222.1556
3.37,217.851
3.38,208.7751
3.39,198.68
3.4,187.4173
3.41,176.3331
3.42,165.3398
3.43,156.7929
3.44,152.2918
3.45,150.4996
3.46,148.4759
3.47,143.9407
3.48,139.173
3.49,134.5548
3.5,131.7482
3.51,130.9511
3.52,130.4665
3.53,128.3341
3.54,127.4095
3.55,126.5008
3.56,125.2677
3.57,124.2459
3.58,123.729
3.59,122.6706
3.6,121.0162
3.61,120.6775
3.62,119.4554
3.63,118.8107
3.64,117.3717
3.65,116.1208
3.66,114.8324
3.67,113.8432
3.68,112.2833
3.69,110.1396
3.7,108.8099
3.71,106.745
3.72,105.3333
3.73,104.3167
3.74,102.9004
3.75,101.4588
3.76,100.2149
3.77,98.72942
3.78,97.13761
3.79,96.12664
3.8,94.24406
3.81,93.32111
3.82,92.25104
3.83,90.70975
3.84,90.10722
3.85,87.99852
3.86,87.72189
3.87,85.96693
3.88,84.52676
3.89,84.00398
3.9,82.41219
3.91,81.04368
3.92,80.08741
3.93,78.56435
3.94,77.99809
3.95,76.71812
3.96,76.05463
3.97,75.00341
3.98,73.77994
3.99,73.0522
4,72.32027
4.01,71.2766
4.02,70.83169
4.03,69.60506
4.04,68.40212
4.05,67.30617
4.06,66.45258
4.07,65.81423
4.08,64.81594
4.09,64.11785
4.1,63.5123
4.11,62.22721
4.12,62.0387
4.13,60.98654
4.14,60.29244
4.15,59.76642
4.16,58.96858
4.17,58.43606
4.18,57.65017
4.19,56.42397
4.2,56.56773
4.21,55.72787
4.22,54.31086
4.23,53.88574
4.24,53.92315
4.25,52.83987
4.26,52.69674
4.27,51.57909
4.28,51.3406
4.29,50.84695
4.3,49.88544
4.31,49.22235
4.32,48.96448
4.33,48.04477
4.34,48.04477
4.35,47.18291
4.36,46.46586
4.37,45.3193
4.38,45.30159
4.39,44.86819
4.4,44.27804
4.41,44.12107
4.42,43.22704
4.43,42.52822
4.44,42.15372
4.45,41.37799
4.46,41.86954
4.47,40.82253
4.48,40.71857
4.49,40.20533
4.5,39.72772
4.51,39.34504
4.52,39.11368
4.53,38.16914
4.54,38.21766
4.55,37.58003
4.56,37.76268
4.57,37.64112
4.58,36.62732
4.59,36.42802
4.6,35.994
4.61,35.3853
4.62,35.49553
4.63,34.97464
4.64,34.90622
4.65,34.58212
4.66,34.09717
4.67,34.08323
4.68,33.15252
4.69,32.47865
4.7,32.83335
4.71,32.64033
4.72,31.94979
4.73,31.64602
4.74,31.55119
4.75,30.96166
4.76,29.77874
4.77,29.70371
4.78,29.67311
4.79,29.68789
4.8,29.83648
4.81,29.53113
4.82,28.90944
4.83,28.39106
4.84,28.04632
4.85,27.65588
4.86,27.89626
4.87,27.28201
4.88,26.85794
4.89,26.60488
4.9,26.55899
4.91,26.55773
4.92,25.71127
4.93,25.89444
4.94,25.69293
4.95,25.33268
4.96,24.80508
4.97,25.14407
4.98,24.52709
4.99,24.3127
5,23.95318
5.01,23.65359
5.02,23.25038
5.03,22.56215
5.04,22.50902
5.05,22.66002
5.06,21.6721
5.07,21.34045
5.08,21.63657
5.09,21.51135
5.1,21.25285
5.11,
